,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
PHKA2,855.2794291715405,0.04754611186357496,0.10379238513358797,0.4580886334038843,0.646888764794761,0.8481776364580393,PHKA2
NPIPA1,146.87471227571606,0.08710189534708734,0.19024426225439647,0.45784243012077724,0.6470656498259105,0.848327913346009,NPIPA1
EMSLR,190.05489036764675,-0.07587434811713661,0.16579248424833276,-0.4576464877834148,0.6472064390729086,0.8484308429070664,EMSLR
CRLF3,831.2584848841461,0.05057630249319962,0.11055027072853987,0.4574959623336566,0.6473146037771694,0.8484909888633098,CRLF3
ZC4H2,178.46898847237046,0.07959038506127537,0.17405658105567076,0.4572673126092196,0.64747892133921,0.8485891110640482,ZC4H2
ENHO,32.11021621392861,0.1810753915263429,0.39611202328876705,0.4571317730346657,0.6475763340396276,0.8485891110640482,ENHO
GGT7,327.85622361329837,0.06770827418691015,0.14809882328095508,0.45718306659643226,0.647539468492353,0.8485891110640482,GGT7
RAB3IL1,281.7363683170454,0.07607939400807076,0.16649534066284716,0.45694608452816365,0.6477097987269783,0.8486706454599751,RAB3IL1
EPHB2,732.9874685307237,-0.04972298596266466,0.10883354809256,-0.45687186381515926,0.6477631484616325,0.8486706454599751,EPHB2
PRRT3-AS1,33.240529842319006,-0.1872574728504771,0.4099805249983833,-0.4567472390334042,0.6478527326325739,0.8487063926005919,PRRT3-AS1
SULT1C2,93.3423328379003,0.11558786715784014,0.25327064125427895,0.4563808366631492,0.6481161435889526,0.8489698292415675,SULT1C2
TAFAZZIN,408.465302154156,0.06091546458154126,0.13352208524061404,0.4562201411981268,0.6482316833394153,0.8490395367880834,TAFAZZIN
PAPOLG,557.0576775778545,0.05987374633211482,0.13130496371566977,0.45598996898370536,0.6483971915032762,0.8490930442996378,PAPOLG
DLL4,25.915836920014385,0.19286334640216246,0.42295195646344075,0.4559935081393417,0.6483946464983328,0.8490930442996378,DLL4
ADARB1,723.4951126633273,-0.05167985746694105,0.11343495419546375,-0.4555902352452109,0.6486846662460585,0.8492179019331356,ADARB1
SCGB2B2,23.110233874765516,-0.2093267467489216,0.45963045530829505,-0.45542401364269175,0.6488042225148701,0.8492179019331356,SCGB2B2
PPIB,5081.798426501147,0.05374398924305707,0.11796670197980065,0.455586096255023,0.6486876431392428,0.8492179019331356,PPIB
DMXL2,1636.5551428072956,-0.045131812947906975,0.09904213727397214,-0.4556829465731595,0.6486179867859709,0.8492179019331356,DMXL2
FDXACB1,35.14441171740162,0.17957356255068713,0.39427474780555694,0.4554528626298096,0.6487834719919853,0.8492179019331356,FDXACB1
KCNMB4,173.2227259745399,-0.10811452395596909,0.2374696402502622,-0.4552772465652047,0.6489097934789085,0.8492744852111799,KCNMB4
KCNQ4,207.8716674538247,0.07614420535426521,0.16733138444932896,0.455050351760659,0.6490730149664292,0.8492942602904455,KCNQ4
RNF130,890.1971208397375,-0.043674190780382295,0.09602203879737584,-0.4548350704419313,0.6492278976333531,0.8492942602904455,RNF130
ADCK2,370.1431188709403,-0.06070753120479365,0.13343187637355713,-0.45497022791492703,0.6491306577449389,0.8492942602904455,ADCK2
ENSG00000225200,77.26995673432802,-0.12625943212853893,0.27770708560560137,-0.4546496602821727,0.6493613018560729,0.8492942602904455,ENSG00000225200
ENSG00000261526,36.47982076038941,0.22435666031422202,0.4934218283079207,0.45469545010524315,0.6493283546342061,0.8492942602904455,ENSG00000261526
CPEB4,405.79671495350414,-0.05754070404067092,0.12645670617304355,-0.4550229543535013,0.6490927250004879,0.8492942602904455,CPEB4
CREG1,1422.5640293402132,-0.047766102000762214,0.1050264814124272,-0.454800554663829,0.6492527311838568,0.8492942602904455,CREG1
AFAP1,940.8295075049308,0.05158019221960387,0.1135210091900956,0.45436692809196855,0.6495647517748457,0.8494787955676992,AFAP1
THBS3,541.9308811548309,0.061664155931629466,0.13594646406161198,0.4535914660029907,0.6501228969880822,0.8495227873728362,THBS3
ENSG00000261732,29.133283473630716,-0.21201769000367635,0.46695507727193386,-0.45404301253631446,0.6497978687617971,0.8495227873728362,ENSG00000261732
RNF7,934.9203862580686,0.04565582910206468,0.1006279838531861,0.4537090713123646,0.6500382369617648,0.8495227873728362,RNF7
HADH,476.86165429711076,-0.060785136255674166,0.13387330093783711,-0.45404973082645667,0.6497930333646162,0.8495227873728362,HADH
MIR378D2HG,25.013518514783343,-0.23051791479245773,0.5085504196860038,-0.45328428778957114,0.6503440453437753,0.8495227873728362,MIR378D2HG
ASPSCR1,897.4578843706781,0.052812098878412705,0.11653309764616804,0.45319398475759415,0.6504090635174837,0.8495227873728362,ASPSCR1
TRAPPC4,415.98228625258366,0.06163255178802158,0.13599213029175183,0.4532067528892862,0.6503998703024552,0.8495227873728362,TRAPPC4
PSD,257.05102818357284,-0.07431194269870092,0.16396390901613364,-0.453221340870745,0.6503893668378706,0.8495227873728362,PSD
CYP4F12,46.797351363169405,0.1705773324933039,0.3761980337694999,0.4534243062998523,0.6502432372933735,0.8495227873728362,CYP4F12
TMEM154,30.82566024367154,0.19797486732721495,0.4362973265822924,0.4537613578291634,0.6500005991432062,0.8495227873728362,TMEM154
NFATC4,172.30287081744004,-0.09703493847656809,0.21409372255070605,-0.45323579468139846,0.6503789600458401,0.8495227873728362,NFATC4
FAM171B,420.12509188195594,0.06707865331337672,0.14770629813063477,0.4541353629623217,0.6497314021016045,0.8495227873728362,FAM171B
KRT8P45,61.15260622160434,0.1409171985515163,0.31065233356934213,0.45361706101609417,0.6501044716319755,0.8495227873728362,KRT8P45
SPA17,213.10326820764428,-0.08404622675710345,0.18551960585278482,-0.4530315077523212,0.6505260536450914,0.8495941356348461,SPA17
PLCG2,940.9830349840537,0.042568828553626155,0.09402141499703995,0.45275673159105656,0.6507239233801076,0.8496082047352125,PLCG2
GNG12,2366.03263985165,0.05043316146447797,0.11134968295200601,0.45292595477093267,0.6506020607484844,0.8496082047352125,GNG12
BAG3,2483.6789134615337,0.03697363470245264,0.08165696725477403,0.45279216147096135,0.6506984084997138,0.8496082047352125,BAG3
BAZ1B,3131.381251771465,0.03936152795029647,0.0870339092602181,0.4522550840800625,0.6510852294883951,0.8497742697785112,BAZ1B
TM2D1,350.77433506582946,0.06114019334410506,0.13524428178770126,0.45207229862834014,0.6512168990831259,0.8497742697785112,TM2D1
ENSG00000265800,53.636050619119175,-0.1581786289419575,0.3499058661118723,-0.45206052330481494,0.6512253818166085,0.8497742697785112,ENSG00000265800
GTF3C1,3300.283240368151,-0.04259276189659167,0.09417985443775452,-0.4522491795179205,0.6510894826726912,0.8497742697785112,GTF3C1
SH3TC2,465.2945206521734,0.05572727039060329,0.12316229477846259,0.4524702181852195,0.6509302714685776,0.8497742697785112,SH3TC2
CNNM3,849.5474781233698,-0.04633649956212752,0.10247482514781946,-0.45217446817096135,0.6511432998588425,0.8497742697785112,CNNM3
PMS1,665.7172214123294,-0.05122233034008758,0.11346374860380752,-0.45144225332220955,0.6516708359130778,0.8502740922942112,PMS1
RCCD1,815.6029401952428,-0.07024371985224476,0.15563660397622703,-0.4513316151705177,0.6517505621355474,0.8502966776453326,RCCD1
SMN2,146.09176902947496,0.09492508301162919,0.21037548318875215,0.45121742121662023,0.6518328548561519,0.850322606693992,SMN2
UCP3,25.611379716628633,-0.19695547478618047,0.43661701612107334,-0.4510943630551608,0.6519215402253213,0.8503568692540744,UCP3
VCPKMT,254.92528158964538,0.07734262403655999,0.171563622640957,0.4508101592050211,0.652126378637824,0.8505426190697057,VCPKMT
MRPS14,282.44195034812236,0.06609417541285321,0.14664172036732517,0.4507187671236594,0.6521922545717482,0.8505471074124954,MRPS14
SPRY4-AS1,80.10088323308219,0.1214477729448056,0.26954252886948354,0.45056998409186994,0.6522995040348992,0.8506055464216934,SPRY4-AS1
NKX6-1,86.77346497733089,-0.11030389427481972,0.24497599256109703,-0.4502640978066858,0.6525200231331898,0.8508116649256742,NKX6-1
WDR19,488.3453254579697,0.062190211321458175,0.138159673190665,0.4501328780333288,0.6526146312131487,0.8508535860863933,WDR19
FERRY3,175.826586699503,0.08227867949484789,0.18283652372415485,0.450012272268869,0.6527015916326389,0.8508855294556401,FERRY3
CHCHD3,1628.0853022347444,-0.03934933868071179,0.08745981407336546,-0.449913358467738,0.652772915010551,0.8508970836464201,CHCHD3
CACNB3,464.5155156595029,0.06923867853163354,0.15399128801954565,0.44962724464545867,0.6529792398245944,0.8509217700526543,CACNB3
HTR7P1,42.95528021617044,0.1807185138540246,0.4018520841750036,0.44971401411302125,0.6529166650889158,0.8509217700526543,HTR7P1
CORO7,64.28352998319967,0.127814027182198,0.28424900292544303,0.44965514695480896,0.6529591175074934,0.8509217700526543,CORO7
HDAC11,291.0294614230242,-0.07180744264793794,0.15986365189373708,-0.4491792962146832,0.6533023214840297,0.8512613606482005,HDAC11
GIT1,2238.024637270551,-0.041911163399172266,0.09335415293288864,-0.44894803372381065,0.6534691444135284,0.8513160564799849,GIT1
PIGU,400.2585680107956,-0.06073062000955123,0.13527321847607995,-0.4489478456542385,0.6534692800859724,0.8513160564799849,PIGU
CDC23,1105.8649444734108,0.047536843553306445,0.1059784695138099,0.44855189711068616,0.6537549407682602,0.8516067659290504,CDC23
MTMR9,566.4132760777338,-0.06638394353597832,0.1480481177491941,-0.44839437707974295,0.6538685991388515,0.8516733842689143,MTMR9
ENSG00000230882,46.02155078929052,0.18439749197004662,0.41156927526846077,0.44803512567785037,0.6541278465441607,0.8519296035823233,ENSG00000230882
CCDC167,141.06725525507065,-0.09273750499771972,0.20711128020743072,-0.44776655769226664,0.6543216811309644,0.8520210511498879,CCDC167
TMA7,1473.3997777406587,-0.04596707449573076,0.10265903573145037,-0.44776452621255625,0.6543231474073352,0.8520210511498879,TMA7
LMO2,95.48643998041457,0.11188262217038068,0.2500196897779423,0.44749524435355653,0.6545175208015941,0.8521926967294386,LMO2
NEDD8,518.1988127466616,0.0549364329309782,0.12287142270920415,0.44710504460418343,0.65479921687012,0.852399609209941,NEDD8
NEURL4,1044.8858237137993,0.06106319193177086,0.13667961962621505,0.4467615003521636,0.6550472717219895,0.852399609209941,NEURL4
PSEN1,1131.7623717497383,-0.04184112503049479,0.09361760724801489,-0.44693649261562385,0.6549209144485917,0.852399609209941,PSEN1
DHRS7,773.7428855189391,-0.05278548255185001,0.11810495568915891,-0.44693706749085466,0.6549204993627143,0.852399609209941,DHRS7
HNRNPLL,638.5989210062068,0.06195167282127851,0.13865499198947917,0.44680448884219953,0.6550162299577459,0.852399609209941,HNRNPLL
SDR39U1,603.1112992543898,0.052216286582410405,0.11687898226327326,0.4467551442635916,0.6550518614709588,0.852399609209941,SDR39U1
LAMTOR5-AS1,28.994234918218805,-0.17892842253879032,0.4007657475628444,-0.4464663550388184,0.6552604107074711,0.8525895487170849,LAMTOR5-AS1
CHASERR,624.1115701606628,-0.05009003216150545,0.1122498194524964,-0.4462370844409537,0.6554259976969248,0.8526250565728947,CHASERR
ENSG00000271858,58.39188837481103,-0.13573169870180304,0.3040996567025834,-0.44633953281490163,0.6553520039178813,0.8526250565728947,ENSG00000271858
ADNP,3498.8563116856744,0.03605916060889782,0.08083528246805231,0.4460819521865233,0.6555380490746898,0.8526250565728947,ADNP
PURA,435.6445417452358,-0.05839587544616238,0.13088870521842424,-0.44614908023356636,0.6554895618155314,0.8526250565728947,PURA
UQCRFS1P1,22.848438180131,0.19826255494703635,0.4446294457976395,0.4459051392589728,0.6556657697674719,0.8526276992902753,UQCRFS1P1
MCM3AP-AS1,41.84419149296016,0.15896173774397068,0.35643132276711864,0.4459813927403666,0.6556106868841169,0.8526276992902753,MCM3AP-AS1
PRDX1,9503.791150089912,0.031701981965313555,0.07112145380216896,0.4457442905131778,0.6557819674923178,0.8526276992902753,PRDX1
GUSBP9,36.8761518429594,0.15608135857508595,0.3501681657582724,0.44573257605270666,0.6557904303871029,0.8526276992902753,GUSBP9
PRADC1,104.22563685362563,0.12915862948945742,0.29005892107516507,0.44528411334739676,0.6561144471726879,0.8528048004802525,PRADC1
TEF,735.4780881535676,0.05031888901676582,0.11300294587226213,0.4452882942861153,0.6561114261224227,0.8528048004802525,TEF
PPIAP29,23.466765975614237,-0.192256745502559,0.4317596314789563,-0.4452865239948433,0.6561127052935386,0.8528048004802525,PPIAP29
TAF1,2063.776409432824,0.043041025677215294,0.09670994110050357,0.4450527545300219,0.6562816305045085,0.852940722415848,TAF1
N4BP3,294.69827262828034,-0.06658894138995099,0.14967993759461978,-0.4448755288119823,0.656409708096273,0.8529713337209651,N4BP3
MPHOSPH6,532.2953734327159,-0.05676581459581035,0.12760753521310178,-0.4448468854210897,0.656430409067797,0.8529713337209651,MPHOSPH6
VPS13A,4300.0674121616585,-0.041001439218272706,0.09225092016903821,-0.44445561240085973,0.656713213852646,0.8532574260672005,VPS13A
RNASEK,40.405792655045246,-0.14659492254561857,0.33004686237553227,-0.4441639635368527,0.6569240441662081,0.8534499574362248,RNASEK
TRMT2B,294.5548013455801,-0.06732996823206891,0.1516817415092123,-0.44388973624738925,0.6571223054962665,0.8534633585447267,TRMT2B
ERBB3,1785.7949149710946,0.044560514205369654,0.10038478978947103,0.4438970714470075,0.6571170019664814,0.8534633585447267,ERBB3
RNF216P1,318.79176402755405,-0.08231249375810823,0.18543396545148752,-0.44389113697534816,0.6571212927341574,0.8534633585447267,RNF216P1
HCG27,30.78025797261483,-0.17665391474135,0.3982531726178034,-0.44357189568677124,0.6573521286234412,0.853607499864099,HCG27
UBL7-DT,85.08013309679036,-0.11028352720207993,0.24863106782770716,-0.44356293911950956,0.657358605378717,0.853607499864099,UBL7-DT
MRTFA,583.4230918123809,-0.058785765049140536,0.132558509250927,-0.4434703240201794,0.657425579569562,0.8536131024090872,MRTFA
MNAT1,355.4639710853849,-0.05917909103294358,0.13359125989825926,-0.44298624833700445,0.6577756814669001,0.8536297809548162,MNAT1
RPL9P7,95.37064880697272,-0.11013368937206454,0.24864653516930033,-0.44293273299415126,0.6578143904032636,0.8536297809548162,RPL9P7
ZNF724,88.11395771365649,-0.13342513395145436,0.3010758951985763,-0.44316113006474017,0.6576491917009607,0.8536297809548162,ZNF724
SMIM19,308.06199333004133,0.07214162069811975,0.16275350252241982,0.443256947346998,0.6575798924159311,0.8536297809548162,SMIM19
WASHC2C,427.5232304374831,-0.06760604615114219,0.1525955761645582,-0.44304066900495337,0.6577363186281533,0.8536297809548162,WASHC2C
MIRLET7BHG,208.15790860525092,-0.07721796797601403,0.1742536426169525,-0.4431354594162256,0.6576677583461195,0.8536297809548162,MIRLET7BHG
SRPK2,950.6210747940046,-0.0449077374581479,0.10143302809299741,-0.44273288792063753,0.6579589512684085,0.8537360503980883,SRPK2
AQP1,29.484585065170155,-0.19185151303564515,0.43355236248830803,-0.44251059303319784,0.6581197665626013,0.8537511352541206,AQP1
DMAC1,308.4004610625063,-0.06354770006137232,0.14362459922497495,-0.44245693568015176,0.6581585863935091,0.8537511352541206,DMAC1
